"subj";"cloze";"item";"n400";"cloze_ans";"N"
12;0.97;35;6.58;43;44
12;0.3;34;-6.46;13;44
12;0;26;-1.37;0;44
12;0.9;29;-12.27;40;44
12;0.9;29;-12.27;40;44
12;0.93;24;19.2;41;44
12;0.77;36;-5.07;34;44
12;0.03;21;-2.41;1;44
12;0.27;28;7.33;12;44
12;0;33;-0.89;0;44
12;0;25;14.45;0;44
12;0.8;32;6.81;35;44
12;0;57;4.49;0;44
12;0.07;41;11.84;3;44
12;0.93;55;-0.18;41;44
12;0.2;46;-16.76;9;44
12;0.87;52;-7.97;38;44
12;0.17;45;-1.35;7;44
12;0.9;51;10.55;40;44
12;0.13;42;23.51;6;44
12;0.93;43;-1.47;41;44
12;0.87;48;-11.76;38;44
12;0.3;54;-6.68;13;44
12;0.93;56;-1.13;41;44
12;0.07;53;11.91;3;44
12;0.5;64;4.02;22;44
12;0.93;77;14.79;41;44
12;0.9;72;-5;40;44
12;0.83;63;26.2;37;44
12;0.9;76;15.4;40;44
12;0.97;79;7.41;43;44
12;0.07;73;11.48;3;44
12;0.83;78;-6.01;37;44
12;0.9;71;2.39;40;44
12;0.07;65;23.71;3;44
12;0;61;25.26;0;44
12;0;62;0.81;0;44
12;0.27;68;-9.77;12;44
12;0.07;66;-7.25;3;44
12;0.87;67;12.56;38;44
12;0.03;70;18.1;1;44
12;0.6;75;16.04;26;44
12;0;74;3.66;0;44
12;0;69;-18.15;0;44
12;0.97;80;8.58;43;44
13;0.8;10;-7.5;35;44
13;0;20;17.82;0;44
13;0.97;13;15.26;43;44
13;0.87;18;2.55;38;44
13;0;19;-3.1;0;44
13;0.93;5;28.3;41;44
13;0.07;11;11.18;3;44
13;0.97;1;3.26;43;44
13;0.2;4;13.15;9;44
13;0.07;3;3.66;3;44
13;0.34;8;6.29;15;44
13;0.13;12;0.89;6;44
13;0;16;9.08;0;44
13;1;6;19.84;44;44
13;0;7;9.72;0;44
13;0.62;17;-18.88;27;44
13;1;2;5.33;44;44
13;0.9;14;2.72;40;44
13;0.93;9;13.99;41;44
13;0;15;-10.37;0;44
13;0.9;29;7.68;40;44
13;0.9;29;7.68;40;44
13;0;27;-5.81;0;44
13;0.67;28;10.64;29;44
13;0.87;26;8.01;38;44
13;0.03;32;12.88;1;44
13;0;35;16.36;0;44
13;0;40;-1.86;0;44
13;0.93;38;-2.78;41;44
13;0.53;22;10.14;23;44
13;0.97;25;3.14;43;44
13;0;31;13.57;0;44
13;0.53;33;9.54;23;44
13;0.9;30;12.7;40;44
13;0.97;34;14.97;43;44
13;0.03;23;-0.51;1;44
13;0.4;24;5.63;18;44
13;0;39;7.88;0;44
13;0.77;21;6.9;34;44
13;0.07;36;11.39;3;44
13;0.8;37;16.71;35;44
13;0.13;47;-3.58;6;44
13;0.07;59;-31.59;3;44
13;0.4;43;-2.95;18;44
13;0.93;53;3.81;41;44
13;0.4;49;-17.87;18;44
13;0.77;54;-20.04;34;44
13;0.37;42;2.47;16;44
13;0.73;58;18.3;32;44
13;0.47;44;-13.15;21;44
13;0.6;55;8.68;26;44
13;0;52;9.16;0;44
13;0.37;50;-1.79;16;44
13;0.03;51;12.21;1;44
13;0;48;8.19;0;44
13;0;56;18.18;0;44
13;1;41;12.21;44;44
13;0.69;57;-13.32;30;44
13;0.27;60;-5.06;12;44
13;0.67;45;-2.17;29;44
13;0.63;46;-5.16;28;44
13;0;79;12.83;0;44
13;0.77;64;7.87;34;44
13;0.8;73;-14.59;35;44
13;0;71;-12.28;0;44
13;0;72;-6.03;0;44
13;0.7;62;-4.69;31;44
13;0.57;70;-20.12;25;44
13;0;80;-5.24;0;44
13;0.93;69;5.46;41;44
13;1;77;-8.02;44;44
13;0.23;66;5.03;10;44
13;0;67;-10.89;0;44
13;0;76;4.4;0;44
13;0.34;61;12.89;15;44
13;0.1;68;-15.56;4;44
13;0;63;-7.42;0;44
13;0;75;-13.54;0;44
13;0.93;65;-1.17;41;44
13;0.93;74;7.38;41;44
13;0.97;78;14.69;43;44
14;0;1;-7.12;0;44
14;0;5;5.17;0;44
14;0.9;15;17.21;40;44
14;1;3;-5.12;44;44
14;0;17;-9.32;0;44
14;1;19;-5.28;44;44
14;0.87;11;-2.49;38;44
14;0;13;-2.12;0;44
14;0.93;16;-2.21;41;44
14;0.8;7;-8.58;35;44
14;0.93;4;-4.56;41;44
14;0;6;-6.14;0;44
14;1;12;-4.21;44;44
14;0;14;3.51;0;44
14;0.03;10;4.43;1;44
14;0.9;20;1.39;40;44
14;0.97;8;-12;43;44
14;0.03;2;-18.94;1;44
14;0;18;-28.29;0;44
14;0.3;34;-9.5;13;44
14;0.93;40;4.99;41;44
14;0.8;32;-19.06;35;44
14;0.27;28;12.23;12;44
14;0.97;27;-10.82;43;44
14;0.93;23;-1.89;41;44
14;0;25;-5.29;0;44
14;0;30;6.53;0;44
14;0.93;24;5.58;41;44
14;0.17;22;13.61;7;44
14;0.9;29;-2.59;40;44
14;0.9;29;-2.59;40;44
14;0;38;-0.25;0;44
14;0.97;35;-1.57;43;44
14;0.77;31;-3.38;34;44
14;0;33;4.3;0;44
14;0.77;36;8.65;34;44
14;0.97;39;-1.18;43;44
14;0;26;3.93;0;44
14;0;37;-6.97;0;44
14;0.03;21;4.39;1;44
14;0.2;46;4.36;9;44
14;1;47;-5.96;44;44
14;0.03;50;15.81;1;44
14;0;57;-2.71;0;44
14;0.5;49;0.6;22;44
14;0;58;18;0;44
14;0.93;55;-19.66;41;44
14;0.9;44;1.3;40;44
14;0.93;43;-30.94;41;44
14;0.07;41;0.95;3;44
14;0.87;48;2.55;38;44
14;0.73;59;-5.82;32;44
14;0.07;53;-14.93;3;44
14;0.9;51;-1.53;40;44
14;0.3;54;17.75;13;44
14;0.93;56;3.19;41;44
14;0.13;42;10.91;6;44
14;0.87;52;27.74;38;44
14;0.9;60;-14.7;40;44
14;0.17;45;18;7;44
14;0.27;68;-8.95;12;44
14;0;74;-4.62;0;44
14;0.93;77;7.1;41;44
14;0.07;66;-3.58;3;44
14;0.9;72;-4.11;40;44
14;0.9;76;11.39;40;44
14;0.03;70;1.33;1;44
14;0.6;75;10.54;26;44
14;0.07;65;4.96;3;44
14;0.87;67;-4.62;38;44
14;0.07;73;-2.2;3;44
14;0.5;64;-0.27;22;44
14;0.97;79;0.59;43;44
14;0.83;78;-5.94;37;44
14;0;62;2;0;44
14;0.83;63;4.33;37;44
14;0.97;80;3.7;43;44
14;0.9;71;1.56;40;44
14;0;61;9;0;44
14;0;69;-10.8;0;44
15;0.07;11;52.43;3;44
15;0;7;-17.66;0;44
15;1;2;7.91;44;44
15;0.9;14;7.88;40;44
15;0.62;17;-10.05;27;44
15;0;20;12.81;0;44
15;0.93;5;10.27;41;44
15;0.07;3;-38.89;3;44
15;0.34;8;21.28;15;44
15;0.87;18;-7.67;38;44
15;0;16;1.35;0;44
15;0.97;1;-9.44;43;44
15;0.97;13;10.02;43;44
15;0.2;4;-18.07;9;44
15;0;15;11.92;0;44
15;1;6;-5.15;44;44
15;0.93;9;16.68;41;44
15;0;19;-1.08;0;44
15;0.13;12;-6.97;6;44
15;0.8;10;-8.31;35;44
15;0.9;29;4.82;40;44
15;0.9;29;4.82;40;44
15;0.53;33;-13.84;23;44
15;0.93;38;6.05;41;44
15;0.77;21;28.15;34;44
15;0.07;36;4.98;3;44
15;0;40;11.85;0;44
15;0;39;-2.73;0;44
15;0.4;24;-1.59;18;44
15;0.67;28;19.34;29;44
15;0.8;37;7.17;35;44
15;0.97;34;7.07;43;44
15;0;31;2.84;0;44
15;0.53;22;-1.83;23;44
15;0;35;8;0;44
15;0.97;25;1.88;43;44
15;0.87;26;7.8;38;44
15;0;27;12.94;0;44
15;0.03;23;1.84;1;44
15;0.03;32;-16.64;1;44
15;0;48;1.92;0;44
15;0.73;58;-14.29;32;44
15;0.47;44;1.66;21;44
15;0.6;55;4.74;26;44
15;0.93;53;-19.71;41;44
15;0.63;46;14.29;28;44
15;1;41;9.67;44;44
15;0.03;51;-30.29;1;44
15;0.37;50;0.87;16;44
15;0.69;57;6.19;30;44
15;0;52;10.5;0;44
15;0.13;47;-6.29;6;44
15;0.07;59;4.96;3;44
15;0.27;60;18.35;12;44
15;0.4;49;-6.16;18;44
15;0.67;45;18.21;29;44
15;0;56;42.53;0;44
15;0;72;-1.02;0;44
15;0;63;-2.89;0;44
15;0.57;70;47.96;25;44
15;0.93;74;17.7;41;44
15;0;71;5.88;0;44
15;0.23;66;18.85;10;44
15;0.34;61;8.58;15;44
15;0;80;-22;0;44
15;0.77;64;4;34;44
15;0;76;-26.31;0;44
15;0.93;69;-11.42;41;44
15;1;77;2.97;44;44
15;0.8;73;7.74;35;44
15;0;67;1.2;0;44
15;0.97;78;-5.39;43;44
15;0.7;62;-1.52;31;44
15;0;79;4.58;0;44
15;0.1;68;-31.62;4;44
15;0.93;65;21.54;41;44
15;0;75;-3.22;0;44
16;0.07;3;-15.01;3;44
16;0.8;10;2.86;35;44
16;0.62;17;21.71;27;44
16;0.93;5;-26.17;41;44
16;0.9;14;15.87;40;44
16;0.97;1;-1.1;43;44
16;0.13;12;-16.64;6;44
16;1;6;9.32;44;44
16;0.87;18;-5.28;38;44
16;0;20;33.49;0;44
16;0;7;-2.56;0;44
16;0.93;9;8.77;41;44
16;0;16;-7.76;0;44
16;0.07;11;8.01;3;44
16;0;19;6.03;0;44
16;0.2;4;17.09;9;44
16;0.97;13;-10.73;43;44
16;0;15;-6.75;0;44
16;0.97;25;-12.23;43;44
16;0;40;-8.96;0;44
16;0;31;-8.62;0;44
16;0.77;21;-1.35;34;44
16;0.67;28;-2.34;29;44
16;0.9;30;0.6;40;44
16;0.07;36;-25.51;3;44
16;0.4;24;12.52;18;44
16;0.9;29;-3.21;40;44
16;0.9;29;-3.21;40;44
16;0;39;-8.94;0;44
16;0.03;32;1.59;1;44
16;0.87;26;4.36;38;44
16;0.93;38;-30.58;41;44
16;0.53;33;7.35;23;44
16;0;35;14.74;0;44
16;0.03;23;5.14;1;44
16;0.8;37;-14.4;35;44
16;0.53;22;-14.52;23;44
16;0.97;34;-4.08;43;44
16;0;48;-7.61;0;44
16;0.73;58;0.45;32;44
16;0.37;42;15.79;16;44
16;0.6;55;5.6;26;44
16;0;56;-7.87;0;44
16;0.37;50;2.11;16;44
16;0.27;60;7.12;12;44
16;0.67;45;3.9;29;44
16;0.63;46;-12.4;28;44
16;0.93;53;4.68;41;44
16;0.03;51;11.48;1;44
16;0.4;49;5.85;18;44
16;1;41;4.37;44;44
16;0.47;44;0.68;21;44
16;0.69;57;2.06;30;44
16;0.13;47;10.94;6;44
16;0.07;59;15.28;3;44
16;0.4;43;7.5;18;44
16;0;79;-5.66;0;44
16;0.57;70;2.46;25;44
16;0.93;65;7.62;41;44
16;0;75;2.11;0;44
16;0;63;-6.56;0;44
16;0.77;64;4.07;34;44
16;0.34;61;-4.78;15;44
16;0;71;-18.04;0;44
16;0.93;74;-7.99;41;44
16;0.1;68;9.99;4;44
16;0.7;62;-8.91;31;44
16;0.97;78;8.42;43;44
16;0.8;73;7.74;35;44
16;0.93;69;-10.15;41;44
16;0;72;0.49;0;44
16;0.23;66;-1.21;10;44
16;0;80;-3.6;0;44
16;0;67;6.04;0;44
16;1;77;-2.54;44;44
17;0;1;1.46;0;44
17;0.93;4;15.32;41;44
17;0;18;14.56;0;44
17;0.03;2;-1.98;1;44
17;0;6;21.03;0;44
17;1;3;21.4;44;44
17;1;19;12.35;44;44
17;0;17;-3.44;0;44
17;0.9;20;7.84;40;44
17;0.87;11;18.72;38;44
17;0.93;16;-4.5;41;44
17;0.9;15;14.25;40;44
17;0.03;9;2.3;1;44
17;0;5;4.16;0;44
17;0.77;36;-13.52;34;44
17;0;38;-22.44;0;44
17;0.93;23;6.26;41;44
17;0.3;34;7.73;13;44
17;0.27;28;24.66;12;44
17;0;25;10.7;0;44
17;0.8;32;17.09;35;44
17;0.93;40;13.34;41;44
17;0;30;11.46;0;44
17;0.97;35;-4.13;43;44
17;0.9;29;16.85;40;44
17;0.9;29;16.85;40;44
17;0;33;-3.85;0;44
17;0;26;11.84;0;44
17;0.93;24;0.65;41;44
17;0.97;39;20.42;43;44
17;0.77;31;20.57;34;44
17;0.9;51;-16.46;40;44
17;0.93;55;11.01;41;44
17;0;58;4.35;0;44
17;0.9;60;20.33;40;44
17;0.9;44;1.02;40;44
17;0.5;49;4.31;22;44
17;0.87;52;2.24;38;44
17;0.73;59;9.12;32;44
17;0.07;53;3.7;3;44
17;0.07;41;18.33;3;44
17;0.2;46;1.54;9;44
17;0.93;43;11.23;41;44
17;0.13;42;-16.33;6;44
17;1;47;12.69;44;44
17;0.93;56;-5.89;41;44
17;0.87;48;1.73;38;44
17;0.03;50;18.65;1;44
17;0.17;45;27.69;7;44
17;0.07;73;2.3;3;44
17;0.07;66;5.39;3;44
17;0;69;8.5;0;44
17;0;61;-8.87;0;44
17;0.6;75;20.9;26;44
17;0.93;77;15.04;41;44
17;0.27;68;8.44;12;44
17;0.83;63;3.44;37;44
17;0.83;78;2.02;37;44
17;0.9;71;9.89;40;44
17;0.97;80;5.75;43;44
17;0.97;79;-4.57;43;44
17;0;62;5.16;0;44
17;0.07;65;19.79;3;44
17;0.9;72;12.26;40;44
17;0.03;70;-8.36;1;44
17;0;74;1.33;0;44
17;0.87;67;-14.17;38;44
17;0.5;64;2.4;22;44
18;1;12;-4.77;44;44
18;0;6;10.4;0;44
18;0.9;15;0.08;40;44
18;0;18;-16.46;0;44
18;0.9;20;-9.43;40;44
18;0.93;4;18.14;41;44
18;0.03;10;9.87;1;44
18;0;13;18.53;0;44
18;0;14;-4.52;0;44
18;0;5;-25.29;0;44
18;0.93;16;13.54;41;44
18;0.97;8;24.9;43;44
18;0;1;-11.66;0;44
18;0.03;9;-20.81;1;44
18;1;3;13.81;44;44
18;0;17;-1.05;0;44
18;0.8;7;-24.41;35;44
18;0.03;2;3.9;1;44
18;0.17;22;12.02;7;44
18;0.9;29;-15.53;40;44
18;0.9;29;-15.53;40;44
18;0.03;21;0.63;1;44
18;0.93;40;15;41;44
18;0;26;0.93;0;44
18;0.93;23;-11.39;41;44
18;0;30;1.71;0;44
18;0.93;24;1.39;41;44
18;0;38;-4.51;0;44
18;0.97;39;1.87;43;44
18;0.27;28;16.01;12;44
18;0;33;22.32;0;44
18;0.8;32;12.53;35;44
18;0.77;31;-18.22;34;44
18;0;58;-3.95;0;44
18;0.17;45;1.44;7;44
18;0.03;50;12.69;1;44
18;0;57;12.95;0;44
18;0.07;41;-16.41;3;44
18;0.93;43;1.11;41;44
18;0.93;56;29.3;41;44
18;0.9;44;18.03;40;44
18;0.07;53;-7.93;3;44
18;0.13;42;17.61;6;44
18;0.9;60;7.58;40;44
18;0.87;52;1.47;38;44
18;0.73;59;-3.11;32;44
18;0.5;49;-20.92;22;44
18;0.2;46;19.84;9;44
18;1;47;0.8;44;44
18;0.93;55;-12.65;41;44
18;0.07;73;4.45;3;44
18;0.93;77;0.49;41;44
18;0.9;76;-3.36;40;44
18;0.03;70;-15.89;1;44
18;0;62;-17.18;0;44
18;0.27;68;-2.79;12;44
18;0.6;75;-1.67;26;44
18;0;61;0.8;0;44
18;0;74;1.36;0;44
18;0.83;78;12.43;37;44
18;0.9;72;4.29;40;44
18;0;69;0.88;0;44
18;0.9;71;6.81;40;44
18;0.5;64;-5.49;22;44
18;0.97;80;4.54;43;44
18;0.83;63;8.77;37;44
18;0.97;79;-7.24;43;44
18;0.07;65;4.76;3;44
18;0.07;66;8.87;3;44
19;0.2;4;-6.6;9;44
19;0;16;9.83;0;44
19;0.07;11;21.82;3;44
19;0.34;8;10.24;15;44
19;0.8;10;6.75;35;44
19;0;20;7.49;0;44
19;0.93;9;25.44;41;44
19;0;15;12.58;0;44
19;0.97;13;22.75;43;44
19;0;19;19.14;0;44
19;0;7;4.85;0;44
19;1;6;15.34;44;44
19;0.07;3;20.43;3;44
19;0.62;17;3.69;27;44
19;0.93;5;-5.31;41;44
19;1;2;-4.98;44;44
19;0.87;18;0.52;38;44
19;0.9;14;7.62;40;44
19;0.13;12;18.87;6;44
19;0.87;26;8.67;38;44
19;0.53;33;4.99;23;44
19;0;35;7.07;0;44
19;0.9;29;-10.75;40;44
19;0.9;29;-10.75;40;44
19;0.67;28;12.45;29;44
19;0;31;5.53;0;44
19;0.9;30;17.71;40;44
19;0.4;24;23.34;18;44
19;0;40;3.86;0;44
19;0.97;34;15.31;43;44
19;0.03;32;-5.54;1;44
19;0.03;23;-16.75;1;44
19;0.07;36;14.84;3;44
19;0.77;21;7.6;34;44
19;0.8;37;-1.17;35;44
19;0;27;4.17;0;44
19;0.97;25;14.72;43;44
19;0;39;8.39;0;44
19;0.53;22;15.37;23;44
19;0.93;38;6.87;41;44
19;0.37;50;24.31;16;44
19;0.07;59;-22.78;3;44
19;0.27;60;6.42;12;44
19;0.73;58;0.8;32;44
19;0.13;47;1.08;6;44
19;0.77;54;28.08;34;44
19;0.37;42;30.31;16;44
19;0.6;55;-1.26;26;44
19;0.67;45;-7;29;44
19;0.4;49;19.19;18;44
19;0.93;53;-10.19;41;44
19;0;48;11.91;0;44
19;0.69;57;4.48;30;44
19;0;52;-5.43;0;44
19;0.63;46;8.12;28;44
19;0.47;44;10.7;21;44
19;0;56;10.86;0;44
19;1;41;0.8;44;44
19;0.03;51;12.23;1;44
19;0.4;43;1.12;18;44
19;0;72;1.56;0;44
19;0.97;78;5.7;43;44
19;0.77;64;5.82;34;44
19;0;80;-4.17;0;44
19;0;71;7.53;0;44
19;0;76;4.89;0;44
19;0.8;73;12.54;35;44
19;0;67;3.41;0;44
19;0;75;15.65;0;44
19;0.23;66;8.15;10;44
19;0.93;74;8.88;41;44
19;0.1;68;0.43;4;44
19;1;77;22.19;44;44
19;0.7;62;14.98;31;44
19;0.57;70;-9.65;25;44
19;0.93;69;25.1;41;44
19;0.93;65;12.13;41;44
19;0;79;8.08;0;44
19;0;63;-3.29;0;44
19;0.34;61;20.1;15;44
20;0.93;5;15.38;41;44
20;0.9;14;19.31;40;44
20;0.2;4;26;9;44
20;0.62;17;9.99;27;44
20;0.8;10;-14.2;35;44
20;0.93;9;7.37;41;44
20;0;19;-5.96;0;44
20;0;7;0.98;0;44
20;0;20;-5.7;0;44
20;0.97;1;5.58;43;44
20;0.87;18;0.27;38;44
20;0;15;20.55;0;44
20;1;6;-2.69;44;44
20;0;16;31.29;0;44
20;0.97;13;32.55;43;44
20;0.13;12;-11.69;6;44
20;0.07;11;14.44;3;44
20;1;2;12.73;44;44
20;0.07;3;22.39;3;44
20;0.53;33;4.8;23;44
20;0.03;23;-4.2;1;44
20;0;39;-15.59;0;44
20;0.93;38;0.65;41;44
20;0.07;36;0.45;3;44
20;0.4;24;10.86;18;44
20;0;31;23.78;0;44
20;0.8;37;13.97;35;44
20;0.67;28;4;29;44
20;0.9;30;16.63;40;44
20;0;35;24.49;0;44
20;0.53;22;22.51;23;44
20;0.9;29;4.39;40;44
20;0.9;29;4.39;40;44
20;0.87;26;0.29;38;44
20;0.97;34;2.67;43;44
20;0.97;25;6.84;43;44
20;0.77;21;25.07;34;44
20;0;40;-21.41;0;44
20;0.03;32;5.22;1;44
20;0;27;3.5;0;44
20;0.47;44;-4.18;21;44
20;1;41;3.63;44;44
20;0.93;53;2.77;41;44
20;0.07;59;28.61;3;44
20;0.6;55;9.33;26;44
20;0.63;46;26.34;28;44
20;0.37;50;-10.16;16;44
20;0;52;13.68;0;44
20;0.4;43;14.54;18;44
20;0.03;51;3.21;1;44
20;0;48;-13.22;0;44
20;0.69;57;-1.84;30;44
20;0.4;49;12.97;18;44
20;0.73;58;1.94;32;44
20;0.37;42;2.01;16;44
20;0.13;47;14.1;6;44
20;0;56;42.72;0;44
20;0.67;45;-11.49;29;44
20;0.27;60;22.96;12;44
20;0;76;3.89;0;44
20;0.93;65;-8.04;41;44
20;0;75;5.04;0;44
20;1;77;-22.85;44;44
20;0;72;17.32;0;44
20;0.77;64;11.04;34;44
20;0.97;78;8.68;43;44
20;0;67;-6.22;0;44
20;0.23;66;13.12;10;44
20;0.57;70;16.02;25;44
20;0.93;69;8.1;41;44
20;0.8;73;-32.63;35;44
20;0;79;-5.15;0;44
20;0.7;62;10.41;31;44
20;0.1;68;-14.25;4;44
20;0.93;74;7.1;41;44
20;0;63;4.42;0;44
20;0;80;4.68;0;44
20;0;71;-1.61;0;44
20;0.34;61;14.96;15;44
21;0.93;5;9.79;41;44
21;0;15;5.96;0;44
21;0.97;1;3.39;43;44
21;0.2;4;10.44;9;44
21;0;16;-1.02;0;44
21;1;6;11.05;44;44
21;0.97;13;16.36;43;44
21;0.62;17;13.34;27;44
21;0;20;-1.55;0;44
21;0.07;11;9.8;3;44
21;0.9;14;18.42;40;44
21;0.93;9;-7.59;41;44
21;0.07;3;-6.11;3;44
21;0.87;18;12.18;38;44
21;0.34;8;9.67;15;44
21;0;19;-1.38;0;44
21;0.13;12;13.2;6;44
21;0.8;10;14.78;35;44
21;0;31;4.58;0;44
21;0.9;30;2.06;40;44
21;0.4;24;-7.73;18;44
21;0.07;36;12.68;3;44
21;0.9;29;14.33;40;44
21;0.9;29;14.33;40;44
21;0.77;21;9.38;34;44
21;0.03;32;-0.5;1;44
21;0.53;22;-18.17;23;44
21;0.87;26;6.08;38;44
21;0;35;-14.11;0;44
21;0.67;28;2.77;29;44
21;0;40;-5.94;0;44
21;0;27;-10.25;0;44
21;0.93;38;-20.98;41;44
21;0.97;34;12.05;43;44
21;0.97;25;-9.14;43;44
21;0.53;33;-12.92;23;44
21;0.8;37;-8.11;35;44
21;0.03;23;-13.87;1;44
21;0.47;44;-20.26;21;44
21;0.37;50;15.3;16;44
21;0.4;43;-1.65;18;44
21;0.77;54;-1.12;34;44
21;0.07;59;1.69;3;44
21;0.27;60;-7.99;12;44
21;0.63;46;-1.8;28;44
21;0.37;42;9.62;16;44
21;0.93;53;2.54;41;44
21;0.03;51;-0.72;1;44
21;0.73;58;18.3;32;44
21;0.6;55;-13.44;26;44
21;0.67;45;1.97;29;44
21;0.4;49;28.88;18;44
21;0.13;47;1.77;6;44
21;0;48;3.83;0;44
21;1;41;6.73;44;44
21;0.69;57;17.14;30;44
21;0;56;-1.05;0;44
21;0;52;-15.14;0;44
21;0.93;65;13.01;41;44
21;0.93;74;2.06;41;44
21;0;79;3.85;0;44
21;0.34;61;6.55;15;44
21;0.93;69;13.34;41;44
21;0;63;5.63;0;44
21;0;72;2.43;0;44
21;0.97;78;4.52;43;44
21;0.23;66;-37.36;10;44
21;0.77;64;15.23;34;44
21;0.7;62;-11.19;31;44
21;0.1;68;-9.51;4;44
21;0.8;73;8.09;35;44
21;0;75;-9.85;0;44
21;0;80;-8.05;0;44
21;0;76;19.98;0;44
21;0.57;70;-3.59;25;44
22;0;1;15.66;0;44
22;0.93;4;8.85;41;44
22;0.93;16;12.55;41;44
22;1;3;-8.89;44;44
22;0;18;-15.11;0;44
22;0.8;7;-5.83;35;44
22;0;14;10.13;0;44
22;0;13;-2.75;0;44
22;0.03;2;1.97;1;44
22;0.03;9;1.27;1;44
22;0.9;15;21.66;40;44
22;0;5;-6.27;0;44
22;0;17;-0.59;0;44
22;0.03;10;3.45;1;44
22;0;6;2.83;0;44
22;0.9;20;1.13;40;44
22;0.97;8;-10;43;44
22;1;12;-12.45;44;44
22;1;19;-4.37;44;44
22;0.87;11;23.04;38;44
22;0.97;27;-5.55;43;44
22;0.8;32;-6.55;35;44
22;0;38;-4.83;0;44
22;0.97;35;14.94;43;44
22;0.9;29;-14.48;40;44
22;0.9;29;-14.48;40;44
22;0.93;24;5.47;41;44
22;0;26;9.76;0;44
22;0;37;-10.43;0;44
22;0.27;28;0.79;12;44
22;0;30;-5.04;0;44
22;0;33;11.41;0;44
22;0.93;23;-2.82;41;44
22;0.93;40;-3.35;41;44
22;0.17;22;11.82;7;44
22;0.97;39;8.29;43;44
22;0.03;21;-8.48;1;44
22;0;25;1.94;0;44
22;0.77;31;24.4;34;44
22;0.77;36;2.75;34;44
22;0.3;34;7.27;13;44
22;0.9;51;-10.71;40;44
22;0.3;54;1.05;13;44
22;0.2;46;3.84;9;44
22;0;57;-1.61;0;44
22;0.87;52;-5.35;38;44
22;0.93;55;12.57;41;44
22;0.17;45;8.42;7;44
22;0;58;11.49;0;44
22;0.07;53;4.08;3;44
22;0.87;48;4.72;38;44
22;0.9;60;15.92;40;44
22;0.5;49;0.02;22;44
22;0.9;44;8.73;40;44
22;0.03;50;10.81;1;44
22;0.93;56;-14.46;41;44
22;0.73;59;-0.57;32;44
22;0.93;43;-16.24;41;44
22;0.07;41;3.62;3;44
22;0.13;42;6.86;6;44
22;1;47;10.76;44;44
22;0.27;68;2.72;12;44
22;0.87;67;-1.98;38;44
22;0.03;70;3.67;1;44
22;0.07;65;-5.97;3;44
22;0;74;10.99;0;44
22;0.93;77;-14.8;41;44
22;0.9;71;-5.71;40;44
22;0.83;63;8.77;37;44
22;0.97;79;10.07;43;44
22;0.6;75;-21.43;26;44
22;0;61;6.65;0;44
22;0.07;73;-7.48;3;44
22;0.9;76;0.93;40;44
22;0;62;0.82;0;44
22;0.07;66;-3.53;3;44
22;0.9;72;2.02;40;44
22;0.97;80;-3.51;43;44
22;0.83;78;12.66;37;44
22;0.5;64;10.16;22;44
22;0;69;2.66;0;44
23;0.62;17;3.83;27;44
23;0.97;13;-5.62;43;44
23;0.8;10;4.98;35;44
23;0.34;8;-8.42;15;44
23;0.07;3;11.78;3;44
23;0.93;5;8.38;41;44
23;0;16;-6.87;0;44
23;0.2;4;-1.23;9;44
23;1;6;-6.13;44;44
23;0;7;9.26;0;44
23;0;15;6.27;0;44
23;0.93;9;10.59;41;44
23;0.13;12;-2.03;6;44
23;0;19;6.57;0;44
23;0;20;12.44;0;44
23;0.97;1;10.95;43;44
23;0.87;18;-8.32;38;44
23;0.07;11;2.85;3;44
23;0.9;14;4.8;40;44
23;1;2;26.22;44;44
23;0;40;-0.43;0;44
23;0.93;38;15.51;41;44
23;0;35;6.63;0;44
23;0.8;37;-6.49;35;44
23;0.67;28;-2.61;29;44
23;0;31;6.54;0;44
23;0.07;36;-8.33;3;44
23;0;39;13.41;0;44
23;0.97;25;25.1;43;44
23;0.87;26;0.11;38;44
23;0.03;23;-5.79;1;44
23;0.03;32;11.37;1;44
23;0.53;22;19.09;23;44
23;0.4;24;9.5;18;44
23;0.77;21;14.28;34;44
23;0.97;34;7.47;43;44
23;0.53;33;2.7;23;44
23;0.9;30;21.91;40;44
23;0;27;-8.71;0;44
23;0.9;29;-1.19;40;44
23;0.9;29;-1.19;40;44
23;0.63;46;8.22;28;44
23;0.07;59;2.71;3;44
23;0.03;51;2.66;1;44
23;0.67;45;35.94;29;44
23;0;56;17.85;0;44
23;0.4;43;-23.28;18;44
23;0.13;47;-4.88;6;44
23;0.37;42;2.99;16;44
23;0.27;60;2.57;12;44
23;0.93;53;-0.18;41;44
23;0.37;50;2.4;16;44
23;0.77;54;-23.79;34;44
23;0;52;7.36;0;44
23;1;41;20.94;44;44
23;0.73;58;20.94;32;44
23;0.4;49;1.59;18;44
23;0;48;8.8;0;44
23;0.69;57;15.28;30;44
23;0.7;62;3.29;31;44
23;0;79;13.24;0;44
23;0.93;65;2.46;41;44
23;0;67;7.76;0;44
23;0.23;66;8.16;10;44
23;0.77;64;-17.29;34;44
23;0.57;70;7.53;25;44
23;0;76;13.7;0;44
23;0;80;6.01;0;44
23;0.93;74;2.99;41;44
23;0;71;8.39;0;44
23;0;72;9.82;0;44
23;0.1;68;-6.65;4;44
23;0;75;27.47;0;44
23;0.97;78;-1.31;43;44
23;0.34;61;12.83;15;44
23;1;77;12;44;44
23;0;63;-10.17;0;44
